affy_probe	gene_symbol
201767_s_at	ELAC2
45837_at	ELAC2
208330_at	ALX4
103633_at	Fignl1
96569_at	Fignl1
1422430_at	Fignl1
1460746_at	Fignl1
160648_at	Fignl1
1421686_at	Npvf
94346_at	Wtap
99724_i_at	Wtap
99725_f_at	Wtap
1452401_at	Wtap
1454805_at	Wtap
1419714_at	Cd274
103530_at	Fancg
1420960_at	Fancg
1450059_at	Fancg
78282_at	GUF1
78333_at	GUF1
78973_at	GUF1
222770_s_at	GUF1
218884_s_at	GUF1
42629_i_at	GUF1
42630_r_at	GUF1
60279_at	GUF1
77452_at	SPCS3
222753_s_at	SPCS3
218817_at	SPCS3
221844_x_at	SPCS3
52044_at	SPCS3
56387_at	SPCS3
48819_at	SPCS3
60773_at	SPCS3
91259_i_at	NAA35
219362_at	NAA35
220925_at	NAA35
83194_at	NAA35
45226_s_at	NAA35
45227_r_at	NAA35
46994_at	NAA35
68889_at	RINT1
218598_at	RINT1
52132_at	RINT1
U56815_at	Stx6
1369568_at	Stx6
1388556_at	Stx6
U71293_at	Hr
1369336_at	Hr
U20108_at	Syt9
1369287_at	Syt9
U20105_at	Syt6
1369046_at	Syt6
U20110cds_at	Syt8
1387842_at	Syt8
U85513_at	Syt10
1370718_at	Syt10
AF000423_at	Syt11
1369135_at	Syt11
1370038_at	Npvf
rc_AI229637_at	Mybbp1a
rc_AI237258_at	Mybbp1a
1387779_at	Mybbp1a
rc_AI639531_at	Prap1
1368625_at	Prap1
1368521_at	Napsa
AF038043_at	Treh
1371144_at	Treh
rc_AI232096_at	Slc15a2
1398255_at	Slc15a2
J03808_at	Acaca
1370893_at	Acaca
1387538_at	Acaca
M63101cds_at	Il1rn
1387835_at	Il1rn
L28818cds_at	Ivl
1369846_at	Ivl
AB010275_s_at	Lif
1368804_at	Lif
Z36944cds_at	Clcn4-2
1369791_at	Clcn4-2
1379932_at	Clcn4-2
U23438_at	Dusp4
1388082_at	Dusp4
X59290mRNA_at	Epha8
1371158_at	Epha8
1378728_at	Epha8
39355_at	ABCE1
201872_s_at	ABCE1
201873_s_at	ABCE1
U63288_at	Grm8
1369391_at	Grm8
1371242_at	Grm8
1371243_at	Grm8
U79661_at	LOC60591
1369612_at	LOC60591
223341_s_at	SCOC
224786_at	SCOC
65807_at	SCOC
1449970_at	Capn12
96343_at	Actn4
1423449_a_at	Actn4
1420533_at	Gucy1a3
1420534_at	Gucy1a3
1434141_at	Gucy1a3
1418785_at	Mapk8ip2
1418786_at	Mapk8ip2
1435045_s_at	Mapk8ip2
1449225_a_at	Mapk8ip2
1455194_at	Mapk8ip2
86726_r_at	KCNK15
220540_at	KCNK15
73747_at	KCNK15
1560620_at	KCNK15
1416926_at	Trp53inp1
1416927_at	Trp53inp1
1560683_at	BCL8
1560684_x_at	BCL8
1420373_at	Foxj2
1420374_at	Foxj2
1435721_at	Kcnq4
234728_s_at	DHX35
218579_s_at	DHX35
1561132_at	DHX35
64916_at	DHX35
221647_s_at	RIC8A
49093_at	RIC8A
U79417_at	Exoc5
1387841_at	Exoc5
1395155_at	Exoc5
U90610_at	Cxcr4
U90610_g_at	Cxcr4
rc_AA945737_at	Cxcr4
1370097_a_at	Cxcr4
1373661_a_at	Cxcr4
1389244_x_at	Cxcr4
U87305_at	Unc5a
1369394_at	Unc5a
1373809_at	LOC606294
U87306_at	Unc5b
1369235_at	Unc5b
1393799_at	Unc5b
76347_at	CYB5RL
229605_at	CYB5RL
235991_at	CYB5RL
235992_s_at	CYB5RL
238280_at	CYB5RL
46560_at	CYB5RL
59596_at	CYB5RL
1443680_at	Otx2os1
1564315_at	C8orf49
D14421_at	Ppp2r2b
rc_AI103238_at	Ppp2r2b
1387803_at	Ppp2r2b
D14447_at	Max
D14448_s_at	Max
1372090_at	Max
1387646_a_at	Max
D64085_at	Fgf5
D64085_g_at	Fgf5
1369314_at	Fgf5
D13965_s_at	Insrr
D13966_at	Insrr
M90660exon_at	Insrr
M90660exon_g_at	Insrr
M90661_at	Insrr
1369514_at	Insrr
1369515_s_at	Insrr
1388065_at	Insrr
D64047_at	Pik3r3
1369518_at	Pik3r3
U90448_at	Cxcl6
1387648_at	Cxcl6
AB002558_at	Gpd1
1369560_at	Gpd1
1371363_at	Gpd1
Y14706cds_at	Gpr20
1387743_at	Gpr20
Y13381cds_at	Amph
1369839_at	Amph
AJ002745cds_at	Cmklr1
1379039_at	Cmklr1
1398292_at	Cmklr1
U58860mRNA_at	Fut4
1369488_at	Fut4
1373838_at	Fut4
D14564cds_s_at	Gulo
1369837_at	Gulo
1387725_at	Gulo
218551_at	MIIP
48659_at	MIIP
48745_s_at	MIIP
72327_f_at	C12orf44
218214_at	C12orf44
58945_f_at	C12orf44
63295_at	C12orf44
224741_x_at	GAS5
224841_x_at	GAS5
227517_s_at	GAS5
228238_at	GAS5
235712_at	GAS5
46301_s_at	GAS5
48404_at	GAS5
1560402_at	GAS5
232629_at	PROK2
89017_at	PROK2
228237_at	PAPPA2
39151_at	PAPPA2
211918_x_at	PAPPA2
213332_at	PAPPA2
214689_at	PAPPA2
58487_at	PAPPA2
227775_at	CELF6
73844_at	CELF6
43005_at	CELF6
227540_at	EEFSEC
54510_at	EEFSEC
230497_at	CELF5
231744_at	CELF5
232416_at	CELF5
45616_at	CELF5
59271_at	CELF5
52442_at	CELF5
219249_s_at	FKBP10
65870_at	FKBP10
75574_at	SMAP1
78765_at	SMAP1
38878_at	SMAP1
218137_s_at	SMAP1
57182_at	SMAP1
233558_s_at	C4orf41
234747_at	C4orf41
218179_s_at	C4orf41
64437_at	C4orf41
222493_s_at	ZFAND3
218020_s_at	ZFAND3
70113_at	ZFAND3
46210_at	ZFAND3
58339_at	ZFAND3
91296_at	C14orf93
219009_at	C14orf93
46629_at	C14orf93
46630_g_at	C14orf93
361_at	BCL9
204129_at	BCL9
41353_at	TNFRSF17
206641_at	TNFRSF17
32944_at	ROBO1
213194_at	ROBO1
85473_at	ROBO1
42644_at	ROBO1
55461_at	ROBO1
74892_r_at	ROBO2
226709_at	ROBO2
226766_at	ROBO2
240425_x_at	ROBO2
46520_at	ROBO2
61677_at	ROBO2
63466_at	ROBO2
83223_at	ROCK1
230239_at	ROCK1
235854_x_at	ROCK1
34735_at	ROCK1
213044_at	ROCK1
214578_s_at	ROCK1
50892_at	ROCK1
63397_at	ROCK1
40948_at	ROM1
205806_at	ROM1
82266_at	RORA
83411_r_at	RORA
226682_at	RORA
235567_at	RORA
236266_at	RORA
239550_at	RORA
240163_at	RORA
240951_at	RORA
241760_x_at	RORA
32899_s_at	RORA
210426_x_at	RORA
210479_s_at	RORA
71770_at	RORA
79628_at	RORA
57712_at	RORA
1562682_at	RORA
56746_at	RORA
64643_at	RORA
242385_at	RORB
32381_at	RORB
206443_at	RORB
75996_at	RORB
228806_at	RORC
35559_at	RORC
206419_at	RORC
47084_at	RORC
244363_at	ROS1
593_s_at	ROS1
207569_at	ROS1
77023_at	ROS1
34520_at	HCN2
207592_s_at	HCN2
214893_x_at	HCN2
227849_at	RP9
227852_at	RP9
57890_at	RP9
49585_at	RP9
224021_at	RP1
241307_at	RP1
39964_at	RP2
205191_at	RP2
1568782_at	RP2
38164_at	RPGR
207624_s_at	RPGR
32453_at	OPN1SW
208036_at	OPN1SW
236675_at	RPA1
1382_at	RPA1
38481_at	RPA1
201528_at	RPA1
201529_s_at	RPA1
59166_at	RPA1
1119_at	RPA2
201756_at	RPA2
651_at	RPA3
652_g_at	RPA3
209507_at	RPA3
225039_at	RPE
225040_s_at	RPE
37797_at	RPE
221770_at	RPE
65985_at	RPE
34113_at	RPE65
207107_at	RPE65
31722_at	RPL3
201217_x_at	RPL3
211073_x_at	RPL3
211666_x_at	RPL3
212039_x_at	RPL3
215963_x_at	RPL3
38206_at	RPL3L
206768_at	RPL3L
200089_s_at	RPL4
33485_at	RPL4
201154_x_at	RPL4
211710_x_at	RPL4
52028_at	RPL4
33660_at	RPL5
200937_s_at	RPL5
210034_s_at	RPL5
200034_s_at	RPL6
31952_at	RPL6
69247_at	RPL7
80387_s_at	RPL7
239493_at	RPL7
36333_at	RPL7
200717_x_at	RPL7
212042_x_at	RPL7
216580_at	RPL7
216588_at	RPL7
217092_x_at	RPL7
1333_f_at	BCR
1339_s_at	BCR
2043_s_at	BCR
34679_at	BCR
537_f_at	BCR
754_s_at	BCR
202315_s_at	BCR
217223_s_at	BCR
68350_s_at	BCR
74612_s_at	BCR
224930_x_at	RPL7A
234512_x_at	RPL7A
234873_x_at	RPL7A
234875_at	RPL7A
217740_x_at	RPL7A
1432050_at	4930571B16Rik
233942_at	LOC613126
84184_at	LOC613126
31505_at	RPL8
200936_at	RPL8
231391_at	CTXN3
236374_at	CTXN3
87870_at	CTXN3
54526_f_at	CTXN3
54529_r_at	CTXN3
rc_AI639089_at	Defa-rs1
1394174_at	Defa-rs1
1371276_at	Defa7
L06434_s_at	Slc6a17
1370654_at	Slc6a17
1380355_s_at	Slc6a17
1381704_s_at	Slc6a17
1384302_at	Slc6a17
1384303_s_at	Slc6a17
50517_at	HIGD1C
1428442_at	BC029722
1559459_at	LOC613266
80574_s_at	RPL9
200032_s_at	RPL9
36358_at	RPL9
2016_s_at	RPL10
200724_at	RPL10
200725_x_at	RPL10
217379_at	RPL10
217680_x_at	RPL10
221989_at	RPL10
47953_at	RPL10
1569188_s_at	RPL10
87779_f_at	RPL11
200010_at	RPL11
32048_at	RPL11
41178_at	RPL11
69376_at	RPL12
200088_x_at	RPL12
33668_at	RPL12
200809_x_at	RPL12
214271_x_at	RPL12
76524_at	RPL13
229590_at	RPL13
31509_at	RPL13
208929_x_at	RPL13
212191_x_at	RPL13
212734_x_at	RPL13
212933_x_at	RPL13
214351_x_at	RPL13
214976_at	RPL13
1565758_at	RPL13
1565759_at	RPL13
87923_at	RPL15
240806_at	RPL15
32432_f_at	RPL15
32433_at	RPL15
217266_at	RPL15
221475_s_at	RPL15
221476_s_at	RPL15
78690_at	RPL15
90906_at	RPL15
48807_at	RPL15
200038_s_at	RPL17
32440_at	RPL17
212270_x_at	RPL17
212537_x_at	RPL17
200022_at	RPL18
31546_at	RPL18
214335_at	RPL18
222297_x_at	RPL18
200029_at	RPL19
32435_at	RPL19
200012_x_at	RPL21
32337_at	RPL21
75898_at	RPL22
78522_at	RPL22
238370_x_at	RPL22
238375_at	RPL22
1151_at	RPL22
33451_s_at	RPL22
208768_x_at	RPL22
214042_s_at	RPL22
220960_x_at	RPL22
221726_at	RPL22
221775_x_at	RPL22
74718_at	RPL22
64330_s_at	RPL22
65984_at	RPL22
229420_at	RPL23A
32341_f_at	RPL23A
203012_x_at	RPL23A
208825_x_at	RPL23A
208834_x_at	RPL23A
213084_x_at	RPL23A
72965_f_at	RPL23A
75029_at	RPL23A
34358_at	MRPL23
213897_s_at	MRPL23
1562392_at	MRPL23
200013_at	RPL24
33677_at	RPL24
214143_x_at	RPL24
85302_at	RPL24
64352_s_at	RPL24
222229_x_at	RPL26
200025_s_at	RPL27
39830_at	RPL27
200062_s_at	RPL30
31708_at	RPL30
63602_at	RPL30
63603_s_at	RPL30
81234_at	RPL27A
83719_at	RPL27A
223707_at	RPL27A
32436_at	RPL27A
203034_s_at	RPL27A
212044_s_at	RPL27A
77583_at	RPL27A
80697_at	RPL28
200003_s_at	RPL28
31385_at	RPL28
213223_at	RPL28
86288_r_at	RPL28
33674_at	RPL29
200823_x_at	RPL29
213969_x_at	RPL29
216570_x_at	RPL29
33676_at	RPL31
200962_at	RPL31
200963_x_at	RPL31
221593_s_at	RPL31
82260_at	RPL31
89800_at	RPL32
32276_at	RPL32
200674_s_at	RPL32
88403_r_at	RPL34
200026_at	RPL34
33657_at	RPL34
54386_s_at	RPL34
225190_x_at	RPL35A
238026_at	RPL35A
213687_s_at	RPL35A
215208_x_at	RPL35A
215249_at	RPL35A
53255_at	RPL35A
39856_at	RPL36AL
207585_s_at	RPL36AL
68359_at	RPL37
79127_at	RPL37
200092_s_at	RPL37
224763_at	RPL37
224766_at	RPL37
224767_at	RPL37
33656_at	RPL37
82154_at	RPL37
52614_at	RPL37
31962_at	RPL37A
201429_s_at	RPL37A
213459_at	RPL37A
214041_x_at	RPL37A
34085_at	RPL38
202028_s_at	RPL38
202029_x_at	RPL38
221943_x_at	RPL38
31842_at	BCS1L
207618_s_at	BCS1L
41135_at	RPL39
208695_s_at	RPL39
32466_at	RPL41
201492_s_at	RPL41
41152_f_at	RPL36A
201406_at	RPL36A
217256_x_at	RPL36A
31538_at	RPLP0
201033_x_at	RPLP0
208856_x_at	RPLP0
211720_x_at	RPLP0
211972_x_at	RPLP0
57261_f_at	RPLP0
244191_at	RPLP1
31956_f_at	RPLP1
31957_r_at	RPLP1
200763_s_at	RPLP1
200908_s_at	RPLP2
200909_s_at	RPLP2
217670_at	RPLP2
229165_at	MRPL12
39812_at	MRPL12
203931_s_at	MRPL12
33214_at	MRPS12
33215_g_at	MRPS12
33216_at	MRPS12
204330_s_at	MRPS12
204331_s_at	MRPS12
210008_s_at	MRPS12
213840_s_at	MRPS12
33424_at	RPN1
201011_at	RPN1
36676_at	RPN2
208689_s_at	RPN2
213399_x_at	RPN2
213491_x_at	RPN2
72997_f_at	RPS2
31527_at	RPS2
203107_x_at	RPS2
212433_x_at	RPS2
217466_x_at	RPS2
221798_x_at	RPS2
89980_s_at	RPS2
34645_at	RPS3
208692_at	RPS3
200099_s_at	RPS3A
1653_at	RPS3A
201257_x_at	RPS3A
212391_x_at	RPS3A
216823_at	RPS3A
51057_at	RPS3A
34643_at	RPS4X
200933_x_at	RPS4X
213347_x_at	RPS4X
216342_x_at	RPS4X
53924_at	SERINC4
62876_at	SERINC4
76459_at	FDPSL2A
231366_at	FDPSL2A
41214_at	RPS4Y1
201909_at	RPS4Y1
1569212_at	LOC619207
225812_at	C6orf225
77682_at	C6orf225
46324_at	C6orf225
50422_at	C6orf225
78600_at	ZNF704
91256_at	ZNF704
223366_at	ZNF704
235079_at	ZNF704
235732_at	ZNF704
235905_at	ZNF704
241963_at	ZNF704
85525_at	ZNF704
85527_g_at	ZNF704
45192_at	ZNF704
48090_at	ZNF704
1558941_at	ZNF704
63812_at	ZNF704
66943_at	ZNF704
1438587_at	Fam71a
1435724_at	Rfx8
200024_at	RPS5
32437_at	RPS5
63954_at	RPS5
63955_g_at	RPS5
1458647_at	6430553K19Rik
1442957_at	G730013B05Rik
1435730_at	D930026N18Rik
1457403_at	9130409I23Rik
1437705_at	Zfp551
1441985_at	4933416C03Rik
1554978_at	C8orf68
1557679_at	C8orf68
1388658_at	Surf2
1371791_at	Surf4
1389973_a_at	Surf4
232718_at	C8orf75
1380244_at	Jam2
1383197_at	Jam2
1392309_at	Jam2
1393324_at	Jam2
1393449_at	Jam2
1375747_at	Acap2
rc_AA891877_at	Ncoa4
1388549_at	Ncoa4
1387905_at	Dnajc12
73063_at	RPS6
200081_s_at	RPS6
35125_at	RPS6
201254_x_at	RPS6
209134_s_at	RPS6
211690_at	RPS6
73605_f_at	RPS6
91667_at	RPS6
77487_s_at	FAM85A
77882_i_at	FAM85A
77884_f_at	FAM85A
227917_at	FAM85A
238716_at	FAM85A
65510_f_at	FAM85A
220712_at	C8orf60
1563654_at	C8orf66
1554976_a_at	NCRNA00051
1398967_at	Med24
1373135_at	Aarsd1
1564491_at	CXorf18
1570552_at	C18orf50
1372390_at	Apeg3
1382118_at	Apeg3
1384675_at	Apeg3
1390655_at	Apeg3
1127_at	RPS6KA1
203379_at	RPS6KA1
215224_at	SNORA21
1457127_at	Defb42
1373083_at	Ppapdc2
1395774_at	Gpr153
1373011_at	Fam134b
1373012_at	Fam134b
rc_AA945585_at	Rup2
1370396_x_at	Rup2
1392952_at	Acsf2
1389755_at	Cdca7l
rc_AA800258_at	Fam104a
1372487_at	Fam104a
1375416_at	Fam104a
1373830_at	LOC619574
1373831_at	LOC619574
1388995_at	Rnf14
rc_AA800232_at	Nrbp
1372057_at	Nrbp
rc_AA893059_at	Ctps2
1374482_at	Ctps2
1389135_at	Ctps2
rc_AA891803_at	Nicn1
1383065_at	Nicn1
1394056_at	Nicn1
1398610_at	Nicn1
rc_AA800169_at	Tmem69
1390893_at	Tmem69
32892_at	RPS6KA2
33325_at	RPS6KA2
204906_at	RPS6KA2
212912_at	RPS6KA2
54736_at	RPS6KA2
1557970_s_at	RPS6KA2
1446066_at	Zcchc17
1452084_at	Zcchc17
1457397_at	Klf14
1431759_at	4930529C04Rik
226335_at	RPS6KA3
33229_at	RPS6KA3
865_at	RPS6KA3
203843_at	RPS6KA3
67349_at	RPS6KA3
42714_r_at	RPS6KA3
46959_at	RPS6KA3
51906_at	RPS6KA3
1442536_at	6430590A07Rik
82929_at	RPS6KB1
90022_at	RPS6KB1
226660_at	RPS6KB1
2037_s_at	RPS6KB1
238_at	RPS6KB1
37946_at	RPS6KB1
204171_at	RPS6KB1
211578_s_at	RPS6KB1
61039_at	RPS6KB1
1431783_at	1700010L04Rik
41374_at	RPS6KB2
203777_s_at	RPS6KB2
200082_s_at	RPS7
34646_at	RPS7
213941_x_at	RPS7
31583_at	RPS8
200858_s_at	RPS8
74705_s_at	RPS8
1447456_x_at	Dcpp3
31511_at	RPS9
214317_x_at	RPS9
217747_s_at	RPS9
1557981_at	RPS9
1451883_at	BC002189
1437443_at	Gm6146
200095_x_at	RPS10
31568_at	RPS10
200817_x_at	RPS10
211542_x_at	RPS10
46953_f_at	RPS10
1439338_at	Gm6150
1435491_at	Zfp963
200031_s_at	RPS11
32330_at	RPS11
213350_at	RPS11
33116_f_at	RPS12
33117_r_at	RPS12
213377_x_at	RPS12
217723_x_at	RPS12
64360_f_at	RPS12
1437098_x_at	Ttc30a2
1455921_at	Ttc30a2
1455271_at	Gm13889
200018_at	RPS13
33619_at	RPS13
56205_i_at	RPS13
56208_f_at	RPS13
1453323_at	2900079G21Rik
87955_at	RPS14
241241_at	RPS14
32412_at	RPS14
208645_s_at	RPS14
214245_at	RPS14
78774_at	RPS14
39916_r_at	RPS15
200819_s_at	RPS15
80885_at	RPS15
1563014_at	RPS15
1425728_at	Gm12185
229882_at	RPS15A
235309_at	RPS15A
34316_at	RPS15A
34317_g_at	RPS15A
200781_s_at	RPS15A
44303_at	RPS15A
49788_at	RPS15A
49036_s_at	RPS15A
55595_at	RPS15A
1455199_at	AI429214
1446165_at	Gm6211
1445422_at	LOC621549
1458954_at	Gm13308
1456317_at	Aldh3b2
87783_at	RPS16
226130_at	RPS16
226131_s_at	RPS16
38061_at	RPS16
201258_at	RPS16
213890_x_at	RPS16
34592_at	RPS17
34593_g_at	RPS17
201665_x_at	RPS17
211487_x_at	RPS17
212578_x_at	RPS17
103517_at	A530040E14Rik
102557_at	Hist2h2ab
94726_at	Gm6273
1433108_at	Gm6273
1434556_at	Tmem170b
77386_at	BDH1
37211_at	BDH1
211715_s_at	BDH1
47920_at	BDH1
1570336_at	BDH1
88147_at	RPS18
31545_at	RPS18
201049_s_at	RPS18
1458397_at	Gm6297
79903_f_at	RPS19
242451_x_at	RPS19
31330_at	RPS19
202648_at	RPS19
202649_x_at	RPS19
213414_s_at	RPS19
71850_at	RPS19
1442510_at	5830473C10Rik
1435692_at	Kctd21
32438_at	RPS20
327_f_at	RPS20
200949_x_at	RPS20
214003_x_at	RPS20
1422000_at	Akr1c12
1451370_at	Ccdc107
1429185_at	Arhgef26
1440987_at	Arhgef26
1442584_at	Arhgef26
1453942_at	1700123I01Rik
1440232_at	Tmem200c
1459633_at	Tmem200c
1457501_at	Ccdc17
1439493_at	Zfp827
1442562_at	Zfp827
31948_at	RPS21
214097_at	RPS21
1425765_at	Gm6354
1425766_x_at	Gm6354
227722_at	RPS23
347_s_at	RPS23
200926_at	RPS23
50961_at	RPS23
78185_at	RPS24
200061_s_at	RPS24
32315_at	RPS24
1555878_at	RPS24
64287_s_at	RPS24
33549_at	BDKRB1
207510_at	BDKRB1
200091_s_at	RPS25
31573_at	RPS25
37382_at	RPS26
217753_s_at	RPS26
1437636_at	Pydc4
1444405_at	Pydc4
236621_at	RPS27
32748_at	RPS27
200741_s_at	RPS27
87675_at	RPS27A
200017_at	RPS27A
244624_at	RPS27A
34570_at	RPS27A
39798_at	RPS28
208902_s_at	RPS28
208903_at	RPS28
208904_s_at	RPS28
48357_at	RPS28
1434734_at	Rad54b
1443318_at	Rad54b
1456674_at	Rad54b
35278_at	RPS29
201094_at	RPS29
63222_at	RPS29
231100_at	RRAD
1776_at	RRAD
39528_at	RRAD
204802_at	RRAD
204803_s_at	RRAD
1451552_at	Lipt1
1879_at	RRAS
38338_at	RRAS
212647_at	RRAS
57299_s_at	RRAS
1456784_at	Gm14137
78394_at	RRBP1
227888_at	RRBP1
33211_at	RRBP1
33212_at	RRBP1
33213_g_at	RRBP1
201203_s_at	RRBP1
201204_s_at	RRBP1
201205_at	RRBP1
201206_s_at	RRBP1
213495_s_at	RRBP1
213973_at	RRBP1
79831_at	RREB1
91014_at	RREB1
228487_s_at	RREB1
242297_at	RREB1
1714_at	RREB1
203704_s_at	RREB1
215032_at	RREB1
215620_at	RREB1
217411_s_at	RREB1
49292_s_at	RREB1
49293_s_at	RREB1
39309_at	BDKRB2
39310_at	BDKRB2
205870_at	BDKRB2
62824_at	BDKRB2
231028_at	RRM1
34314_at	RRM1
201476_s_at	RRM1
201477_s_at	RRM1
50707_at	RRM1
77842_at	RRM2
36922_at	RRM2
201890_at	RRM2
209773_s_at	RRM2
85934_at	RTKN
85936_g_at	RTKN
85938_at	RTKN
89137_at	RTKN
225150_s_at	RTKN
225151_at	RTKN
239226_at	RTKN
89792_at	RTKN
43704_at	RTKN
43710_at	RTKN
53180_at	RTKN
1427422_at	Gm6484
1432330_at	Cfhr3
1427514_at	LOC624295
34465_at	RS1
207363_at	RS1
216937_s_at	RS1
225780_at	RSC1A1
238519_at	RSC1A1
31694_at	RSC1A1
31695_g_at	RSC1A1
214583_at	RSC1A1
43537_at	RSC1A1
52428_at	RSC1A1
61334_r_at	RSC1A1
1438600_at	Gm6531
1456265_at	Lekr1
84437_r_at	CLIP1
240444_x_at	CLIP1
242287_at	CLIP1
34350_at	CLIP1
201975_at	CLIP1
210716_s_at	CLIP1
75192_at	CLIP1
76751_at	CLIP1
1558924_s_at	CLIP1
1568012_at	CLIP1
103828_at	H2afb3-ps
1442282_at	Vmn2r84
230490_x_at	RSU1
32544_s_at	RSU1
32545_r_at	RSU1
201980_s_at	RSU1
215618_at	RSU1
47362_at	RSU1
51010_at	RSU1
1560937_at	RSU1
1569543_at	RSU1
60546_at	RSU1
64304_r_at	RSU1
1457143_at	Gm6556
1440352_at	1700028E10Rik
1446606_at	1700028E10Rik
39178_at	RTN1
203485_at	RTN1
210222_s_at	RTN1
94897_at	Gpx4
1451695_a_at	Gpx4
1456193_x_at	Gpx4
1432884_at	Fam23a
1454399_at	Fam23a
34408_at	RTN2
204217_s_at	RTN2
45024_at	RTN2
1435840_x_at	BC147527
1444597_at	Gm6590
1435876_at	Gm6600
1441714_at	Gm6600
102948_at	Gml
32800_at	RXRA
405_at	RXRA
202426_s_at	RXRA
202449_s_at	RXRA
1425238_at	Gm6607
1435063_at	Fam43b
1445768_at	Ankrd31
1362_s_at	RXRB
37763_at	RXRB
209148_at	RXRB
215098_at	RXRB
215099_s_at	RXRB
1048_at	RXRG
1049_g_at	RXRG
205954_at	RXRG
91433_at	RXRG
37756_at	RYK
539_at	RYK
202853_s_at	RYK
214172_x_at	RYK
216976_s_at	RYK
102461_f_at	Gm6644
1444177_at	E330020D12Rik
1446282_at	LOC626082
37990_at	RYR1
205485_at	RYR1
1435042_at	9130004C02Rik
1443064_at	9130004C02Rik
1459620_at	9130004C02Rik
38263_at	RYR2
207557_s_at	RYR2
214044_at	RYR2
1460021_at	Gm6658
41028_at	RYR3
206306_at	RYR3
1439065_x_at	Gm13051
1455973_at	Gm11992
82966_at	BDNF
239367_at	BDNF
1088_at	BDNF
40023_at	BDNF
206382_s_at	BDNF
1437581_at	Zfp800
1447875_x_at	Zfp800
1456574_at	Zfp800
1456790_at	Zfp800
1456791_at	Zfp800
34674_at	S100A1
205334_at	S100A1
1419966_at	Tubb2a-ps2
1449683_x_at	Tubb2a-ps2
1438355_at	Tmem90a
1458342_at	Tmem90a
224818_at	SORT1
39538_at	SORT1
212797_at	SORT1
212807_s_at	SORT1
74769_s_at	SORT1
87868_at	SORT1
43352_s_at	SORT1
65737_r_at	SORT1
1443760_at	Fam196a
1446062_at	Fam196a
1457806_at	Fam196a
1428042_at	Gm10055
1453695_at	Vmn1r90
2027_at	S100A2
35726_at	S100A2
204268_at	S100A2
39633_at	S100A3
206027_at	S100A3
100170_at	Gm6756
38087_s_at	S100A4
38088_r_at	S100A4
203186_s_at	S100A4
34560_at	S100A5
207763_at	S100A5
1460019_at	Gm6772
1441559_at	3110082D06Rik
1453598_at	3110082D06Rik
228923_at	S100A6
217728_at	S100A6
1443140_at	Trav17
1419894_at	Gm6787
1449657_at	Gm6787
34458_at	S100A7
205916_at	S100A7
1456804_at	Gm6792
1442979_at	Gm6802
1440456_at	Dnahc7a
41096_at	S100A8
202917_s_at	S100A8
214370_at	S100A8
41471_at	S100A9
203535_at	S100A9
238909_at	S100A10
39338_at	S100A10
200872_at	S100A10
79618_at	S100A10
38138_at	S100A11
200660_at	S100A11
208540_x_at	S100A11
71526_f_at	S100A11
1457365_at	Gm6860
38879_at	S100A12
205863_at	S100A12
39712_at	S100A13
202598_at	S100A13
213481_at	S100A13
235_at	S100B
209686_at	S100B
1561521_at	S100B
34319_at	S100P
204351_at	S100P
1440763_at	Hs3st4
1455620_at	Hs3st4
33272_at	SAA1
1430751_at	Serpina3i
1427553_at	Gm16489
1443130_at	Gm6936
211920_at	CFB
222226_at	SAA3P
1439176_at	Zfp953
32369_at	SAA4
207096_at	SAA4
1439149_s_at	Gm9999
1440469_at	Gm9999
1428732_at	1700008J07Rik
1441221_at	1700008J07Rik
32658_at	VPS52
214585_s_at	VPS52
1434415_at	Dact3
1438457_at	Dact3
1440031_at	Dact3
1443805_at	Dact3
41315_at	SAFB
41316_s_at	SAFB
201747_s_at	SAFB
201748_s_at	SAFB
213635_s_at	SAFB
31759_at	SAG
31760_at	SAG
34152_at	SAG
34153_at	SAG
35660_at	SAG
35661_g_at	SAG
206671_at	SAG
33278_at	ACSM3
33279_s_at	ACSM3
33280_r_at	ACSM3
205942_s_at	ACSM3
210377_at	ACSM3
37567_at	SALL2
213283_s_at	SALL2
1445123_at	Gm11517
1456365_at	Gm11517
1431737_at	Gm7008
76244_at	SALL1
229273_at	SALL1
32985_at	SALL1
206893_at	SALL1
983_at	MAPK12
206106_at	MAPK12
1556340_at	MAPK12
1556341_s_at	MAPK12
75529_at	SARS
237689_at	SARS
34849_at	SARS
200802_at	SARS
36083_at	TSPAN31
203226_s_at	TSPAN31
203227_s_at	TSPAN31
223194_s_at	SLC22A23
233206_at	SLC22A23
43670_at	SLC22A23
57226_at	SLC22A23
1568718_at	SLC22A23
1568719_s_at	SLC22A23
1172_at	SAT1
1173_g_at	SAT1
34304_s_at	SAT1
203455_s_at	SAT1
210592_s_at	SAT1
213988_s_at	SAT1
93904_f_at	LOC630322
233572_s_at	BCORL1
233574_at	BCORL1
234711_s_at	BCORL1
219444_at	BCORL1
55403_at	BCORL1
38936_at	CELA2A
87288_at	SATB1
36899_at	SATB1
203408_s_at	SATB1
47519_at	SATB1
93714_f_at	H2-K2
39835_at	SBF1
40222_s_at	SBF1
40223_r_at	SBF1
212389_at	SBF1
212393_at	SBF1
213383_at	SBF1
222084_s_at	SBF1
88287_at	SC4MOL
33369_at	SC4MOL
33370_r_at	SC4MOL
209146_at	SC4MOL
1438238_at	2010315B03Rik
90247_r_at	SC5DL
90249_at	SC5DL
