affy_probe	gene_symbol
1427176_s_at	AI428936
161008_at	AI428936
161857_r_at	AI428936
1456767_at	Lrfn3
231099_at	FKBP15
242574_at	FKBP15
31826_at	FKBP15
212663_at	FKBP15
76897_s_at	FKBP15
51062_at	FKBP15
1568717_a_at	FKBP15
53548_at	FKBP15
1455701_at	Arhgap33
98105_at	U2af1l4
160432_at	U2af1l4
1425215_at	Ffar2
1425216_at	Ffar2
228976_at	ICOSLG
31803_at	ICOSLG
211197_s_at	ICOSLG
211198_s_at	ICOSLG
211199_s_at	ICOSLG
213450_s_at	ICOSLG
57680_at	ICOSLG
90024_at	SIN3B
242129_at	SIN3B
39705_at	SIN3B
209352_s_at	SIN3B
1425032_at	Abpb
33431_at	FMOD
202709_at	FMOD
41862_at	NCAPD3
212789_at	NCAPD3
1433993_at	4931406P16Rik
1433994_at	4931406P16Rik
1438798_at	4931406P16Rik
1435339_at	Kctd15
1437857_at	Dpy19l3
1437858_at	Dpy19l3
1455468_at	Dpy19l3
41716_at	DMXL2
212820_at	DMXL2
215761_at	DMXL2
227144_at	C22orf9
39433_at	C22orf9
212421_at	C22orf9
217118_s_at	C22orf9
65105_at	C22orf9
41708_at	SATB2
213435_at	SATB2
215591_at	SATB2
1444092_at	Zfp939
41698_at	SLC9A8
212947_at	SLC9A8
82794_at	SLC9A8
37812_at	CUX2
213920_at	CUX2
1455914_at	AI987944
39403_at	DNAJC13
212467_at	DNAJC13
1560020_at	DNAJC13
1564627_at	DNAJC13
78334_at	ZCCHC11
229235_at	ZCCHC11
41669_at	ZCCHC11
212704_at	ZCCHC11
217594_at	ZCCHC11
1424975_at	Siglec5
1438323_at	Lim2
1424023_at	Ctu1
1455736_at	Mybpc2
88124_at	FMR1
37994_at	FMR1
37995_s_at	FMR1
203689_s_at	FMR1
215245_x_at	FMR1
74648_at	FMR1
1423659_a_at	Tbc1d17
1434908_at	Scaf1
243945_at	TRIM2
39382_at	TRIM2
202341_s_at	TRIM2
202342_s_at	TRIM2
214248_s_at	TRIM2
214249_at	TRIM2
215945_s_at	TRIM2
88805_at	TRIM2
53961_at	TRIM2
1451560_at	Prr12
1451561_at	Prr12
69256_at	RPGRIP1L
241028_at	RPGRIP1L
37773_at	RPGRIP1L
213959_s_at	RPGRIP1L
1426141_at	Mrgpra1
1426121_at	Mrgpra3
1437529_at	Mrgprb1
39369_at	MAN2B2
214703_s_at	MAN2B2
41651_at	KIAA1033
212794_s_at	KIAA1033
212795_at	KIAA1033
215936_s_at	KIAA1033
200083_at	USP22
39866_at	USP22
216957_at	USP22
216964_at	USP22
220862_s_at	USP22
67652_at	NEDD4L
226974_at	NEDD4L
237498_at	NEDD4L
241396_at	NEDD4L
39356_at	NEDD4L
212445_s_at	NEDD4L
212448_at	NEDD4L
51287_at	NEDD4L
1441913_at	Luzp2
1436131_at	Siglech
1426518_at	Tubgcp5
1439923_at	Tubgcp5
1439924_x_at	Tubgcp5
1457282_x_at	Tubgcp5
74287_at	SASH1
226022_at	SASH1
41644_at	SASH1
213236_at	SASH1
82469_at	SASH1
55772_at	SASH1
1434864_at	Nipa1
1452763_at	Nipa1
36265_at	TBC1D30
37503_at	TBC1D30
213912_at	TBC1D30
213913_s_at	TBC1D30
215186_at	TBC1D30
234004_at	TTC28
41478_at	TTC28
213058_at	TTC28
215146_s_at	TTC28
73234_at	TTC28
93235_at	Mtmr10
1452288_at	Mtmr10
240757_at	CLASP1
39838_at	CLASP1
212752_at	CLASP1
46966_at	CLASP1
1437330_at	Lrrk1
1451985_at	Lrrk1
1451986_s_at	Lrrk1
33937_at	DPY19L1
33938_g_at	DPY19L1
39021_at	DPY19L1
212792_at	DPY19L1
215433_at	DPY19L1
1560915_at	DPY19L1
1560916_a_at	DPY19L1
1570355_a_at	DPY19L1
1455610_at	Synm
1457275_at	Synm
41458_at	KIAA0467
203900_at	KIAA0467
215364_s_at	KIAA0467
41430_at	WDR7
212880_at	WDR7
39543_at	SYNM
39544_at	SYNM
212730_at	SYNM
214304_x_at	SYNM
75138_at	PHF15
232279_at	PHF15
38342_at	PHF15
208202_s_at	PHF15
212660_at	PHF15
39130_at	VPS39
212156_at	VPS39
40009_at	AFF2
40010_s_at	AFF2
40011_s_at	AFF2
206105_at	AFF2
210957_s_at	AFF2
216364_s_at	AFF2
1427933_at	Vps33b
95032_at	Prc1
1423774_a_at	Prc1
1423775_s_at	Prc1
33170_at	DNAJC16
212908_at	DNAJC16
212911_at	DNAJC16
217358_at	DNAJC16
1434160_at	Zfp592
1454864_at	Zfp592
1460620_at	Zfp592
68197_at	ESYT1
244234_at	ESYT1
38424_at	ESYT1
208858_s_at	ESYT1
64517_at	ESYT1
232027_at	SYNE1
244070_at	SYNE1
244144_at	SYNE1
38113_at	SYNE1
209447_at	SYNE1
215350_at	SYNE1
72968_at	SYNE1
72970_g_at	SYNE1
85140_at	SYNE1
88102_at	SYNE1
42634_at	SYNE1
77522_at	SMCHD1
241620_at	SMCHD1
241621_at	SMCHD1
38082_at	SMCHD1
212569_at	SMCHD1
212577_at	SMCHD1
212579_at	SMCHD1
67515_at	SMCHD1
49601_at	SMCHD1
1558747_at	SMCHD1
232874_at	DOCK9
37571_at	DOCK9
212538_at	DOCK9
215041_s_at	DOCK9
215237_at	DOCK9
215238_s_at	DOCK9
55976_at	DOCK9
55517_r_at	DOCK9
1446968_at	Picalm
1451316_a_at	Picalm
37566_at	KIAA1045
213636_at	KIAA1045
1425698_a_at	Crebzf
1434618_at	Crebzf
1452856_at	Crebzf
1452857_at	Crebzf
311_s_at	FN1
31719_at	FN1
31720_s_at	FN1
210495_x_at	FN1
211719_x_at	FN1
212464_s_at	FN1
214701_s_at	FN1
214702_at	FN1
216442_x_at	FN1
72332_at	FN1
82284_at	FN1
45557_r_at	FN1
1558199_at	FN1
64719_at	FN1
80992_at	U2SURP
236431_at	U2SURP
236696_at	U2SURP
38030_at	U2SURP
212058_at	U2SURP
212060_at	U2SURP
212061_at	U2SURP
43680_at	U2SURP
52605_at	U2SURP
32592_at	KHNYN
212355_at	KHNYN
212356_at	KHNYN
231889_at	UBR4
232907_at	UBR4
33860_at	UBR4
211950_at	UBR4
215636_at	UBR4
1563113_at	UBR4
49396_at	UBR4
1426632_at	Kctd14
1426633_s_at	Kctd14
1455451_at	Kctd14
1455452_x_at	Kctd14
230210_at	SUN1
206487_at	SUN1
87078_at	SUN1
51052_at	SUN1
1438062_at	Rsf1
1438735_at	Rsf1
1453381_at	Rsf1
1457751_at	Rsf1
36888_at	HAUS5
213053_at	HAUS5
213054_at	HAUS5
70759_at	HAUS5
1424928_at	2210018M11Rik
1430028_at	2210018M11Rik
1443424_at	2210018M11Rik
1458217_s_at	2210018M11Rik
103112_f_at	Mogat2
95928_i_at	Mogat2
1455099_at	Mogat2
161107_r_at	Mogat2
162432_f_at	Mogat2
67903_at	VPS8
236937_at	VPS8
239917_at	VPS8
36870_at	VPS8
209553_at	VPS8
49031_at	VPS8
1559500_at	VPS8
94751_f_at	Gdpd5
1424150_at	Gdpd5
161094_r_at	Gdpd5
161953_at	Gdpd5
162049_f_at	Gdpd5
244685_at	ANGEL1
36865_at	ANGEL1
213099_at	ANGEL1
74596_s_at	ANGEL1
88094_at	ANGEL1
1425214_at	P2ry6
97888_at	Pgap2
1424614_at	Pgap2
1424615_at	Pgap2
1424616_s_at	Pgap2
230004_at	USP24
35847_at	USP24
212381_at	USP24
212388_at	USP24
59131_at	USP24
40346_at	FAM189A1
213997_at	FAM189A1
60164_at	FAM189A1
71894_at	FNBP4
75723_at	FNBP4
75725_g_at	FNBP4
86278_at	FNBP4
88437_r_at	FNBP4
229272_at	FNBP4
235101_at	FNBP4
242472_x_at	FNBP4
35802_at	FNBP4
212232_at	FNBP4
82306_r_at	FNBP4
47964_at	FNBP4
65037_at	FNBP4
36828_at	ZNF629
213196_at	ZNF629
35794_at	PSD3
203354_s_at	PSD3
203355_s_at	PSD3
218613_at	PSD3
78514_at	PSD3
45539_r_at	PSD3
58180_at	PSD3
63832_at	PSD3
65195_at	PSD3
65196_g_at	PSD3
84895_at	OBSL1
86410_at	OBSL1
90577_at	OBSL1
227573_s_at	OBSL1
227574_at	OBSL1
238776_x_at	OBSL1
35780_at	OBSL1
35781_g_at	OBSL1
35782_at	OBSL1
212775_at	OBSL1
212776_s_at	OBSL1
213946_s_at	OBSL1
214928_at	OBSL1
66123_r_at	OBSL1
1445339_at	Cnga4
233620_at	ARHGEF12
233621_s_at	ARHGEF12
234129_at	ARHGEF12
234541_s_at	ARHGEF12
234542_at	ARHGEF12
234544_at	ARHGEF12
35772_at	ARHGEF12
201333_s_at	ARHGEF12
201334_s_at	ARHGEF12
201335_s_at	ARHGEF12
210741_at	ARHGEF12
88264_at	ARHGEF12
44179_at	ARHGEF12
1559833_at	ARHGEF12
1566093_at	ARHGEF12
1570471_at	ARHGEF12
1429163_at	Dchs1
36548_at	KIAA0895
213424_at	KIAA0895
71985_f_at	LARP1
239663_x_at	LARP1
41829_at	LARP1
210966_x_at	LARP1
212137_at	LARP1
212193_s_at	LARP1
89317_i_at	LARP1
89319_r_at	LARP1
89100_at	PPP1R13B
36538_at	PPP1R13B
216347_s_at	PPP1R13B
74093_at	PUM2
74950_at	PUM2
235995_at	PUM2
35359_at	PUM2
201493_s_at	PUM2
216221_s_at	PUM2
68349_at	PUM2
36537_at	ARHGEF18
213039_at	ARHGEF18
35358_at	TENC1
212494_at	TENC1
99619_at	Tmem41b
1428586_at	Tmem41b
1428587_at	Tmem41b
1437402_x_at	Tmem41b
1438117_x_at	Tmem41b
1438790_x_at	Tmem41b
1460122_at	Tmem41b
161979_f_at	Tmem41b
93970_at	Ipo7
1442511_at	Ipo7
1454955_at	Ipo7
1458165_at	Ipo7
36522_at	CRTC1
207159_x_at	CRTC1
213091_at	CRTC1
1454780_at	Galntl4
1424415_s_at	Spon1
1441226_at	Spon1
1442613_at	Spon1
1451342_at	Spon1
1453259_at	Insc
238291_at	KIAA0776
36474_at	KIAA0776
212633_at	KIAA0776
212634_at	KIAA0776
49793_at	KIAA0776
92297_at	Plekha7
1434889_at	Plekha7
1439229_at	Plekha7
1455343_at	Plekha7
36087_at	RRP8
203170_at	RRP8
203171_s_at	RRP8
1428539_at	Smg1
1442925_at	Smg1
1455657_at	Smg1
1457262_at	Smg1
41595_at	KIAA0947
209654_at	KIAA0947
96910_at	Acsm2
1427215_at	Acsm2
1427223_a_at	Acsm2
1427224_at	Acsm2
1456190_a_at	Acsm2
227649_s_at	SRGAP2
36069_at	SRGAP2
213329_at	SRGAP2
90541_at	SRGAP2
1556202_at	SRGAP2
1556203_a_at	SRGAP2
64479_at	SRGAP2
94426_at	Thumpd1
1436007_a_at	Thumpd1
1437763_at	Dcun1d3
103916_at	Tmem159
1426436_at	Tmem159
34868_at	SMG5
212147_at	SMG5
57060_at	SMG5
57063_g_at	SMG5
64284_f_at	SMG5
66980_at	SMG5
1445033_at	Abca16
1434075_at	BC030336
1457706_at	BC030336
1445863_at	Vwa3a
1456129_at	Vwa3a
36066_at	AHCYL2
212814_at	AHCYL2
215672_s_at	AHCYL2
87992_at	AHCYL2
1443486_at	Cog7
1434808_at	Palb2
227465_at	MAU2
36054_at	MAU2
36055_at	MAU2
36056_g_at	MAU2
212505_s_at	MAU2
216926_s_at	MAU2
216927_at	MAU2
217652_at	MAU2
88998_at	MAU2
49224_at	MAU2
103315_at	Tnrc6a
1425036_a_at	Tnrc6a
1434898_at	Tnrc6a
1434899_s_at	Tnrc6a
1439244_a_at	Tnrc6a
1439245_at	Tnrc6a
1439246_x_at	Tnrc6a
1455128_x_at	Tnrc6a
1455141_at	Tnrc6a
1457295_at	Tnrc6a
101609_at	Slc5a11
1428752_at	Slc5a11
34837_at	SPECC1L
212480_at	SPECC1L
82360_at	SPECC1L
86276_at	NCSTN
237076_at	NCSTN
34835_at	NCSTN
208759_at	NCSTN
34834_at	NUDCD3
201269_s_at	NUDCD3
201270_x_at	NUDCD3
91997_at	NUDCD3
91999_g_at	NUDCD3
97354_at	Gtf3c1
1434066_at	Gtf3c1
1438425_at	Gtf3c1
1456024_at	Gtf3c1
1459673_at	Gtf3c1
1435366_at	D430042O09Rik
1443334_at	D430042O09Rik
69869_r_at	SIK3
34808_at	SIK3
34809_at	SIK3
204155_s_at	SIK3
204156_at	SIK3
204157_s_at	SIK3
213034_at	SIK3
1554929_at	SIK3
1563455_at	SIK3
96626_at	Tufm
98393_f_at	Tufm
1433952_at	Tufm
1447780_x_at	Tufm
1449672_s_at	Tufm
1449673_s_at	Tufm
161120_r_at	Tufm
1438668_x_at	Atxn2l
1456476_at	Atxn2l
99948_at	Ino80e
99949_at	Ino80e
1424428_at	Ino80e
1424429_s_at	Ino80e
1451347_at	Ino80e
1434936_at	Hirip3
1434154_at	Kctd13
1423983_at	Sez6l2
1434641_x_at	Sez6l2
1456837_at	Asphd1
1426563_at	Zfp553
1426564_at	Zfp553
242911_at	MED13L
34785_at	MED13L
212207_at	MED13L
212208_at	MED13L
212209_at	MED13L
216109_at	MED13L
51317_at	MED13L
65216_at	MED13L
1424506_at	Zfp768
1424916_x_at	Zfp764
1460349_at	Prr14
100867_f_at	Gm166
1434634_at	Gm166
200090_at	FNTA
230808_at	FNTA
1499_at	FNTA
1772_s_at	FNTA
209471_s_at	FNTA
43175_at	FNTA
35973_at	ZDHHC17
212982_at	ZDHHC17
216871_at	ZDHHC17
217486_s_at	ZDHHC17
1438191_a_at	Rnf40
1435922_at	Fbxl19
96414_at	Setd1a
1427116_at	Setd1a
1450336_at	Setd1a
1439212_at	Zfp646
1459901_at	Zfp646
104355_at	Fus
1451285_at	Fus
1451286_s_at	Fus
1455831_at	Fus
1426740_s_at	Armc5
1424812_at	BC017158
1430146_at	4933402N03Rik
1440623_at	Gpr26
1444661_at	Gpr26
79331_at	KIAA0368
86131_at	KIAA0368
236368_at	KIAA0368
34414_at	KIAA0368
212427_at	KIAA0368
212428_at	KIAA0368
214356_s_at	KIAA0368
226426_at	ADNP
34394_at	ADNP
201773_at	ADNP
44667_at	ADNP
34764_at	LARS2
204016_at	LARS2
32133_at	PIP5K1C
212518_at	PIP5K1C
41639_at	NCAPH
212949_at	NCAPH
1435861_at	Ppfia1
1455478_at	Ppfia1
1424304_at	Tpcn2
236999_at	PPWD1
41638_at	PPWD1
213483_at	PPWD1
62686_at	PPWD1
1460369_at	Zfp958
200035_at	CTDNEP1
38483_at	CTDNEP1
90148_at	ATP13A2
218608_at	ATP13A2
88776_at	FRAT2
40171_at	FRAT2
40172_g_at	FRAT2
40173_at	FRAT2
209864_at	FRAT2
95021_at	Arglu1
1433597_at	Arglu1
1433598_at	Arglu1
37818_at	FBXO46
205310_at	FBXO46
88242_at	EXOSC2
90936_at	EXOSC2
32974_at	EXOSC2
32975_g_at	EXOSC2
209527_at	EXOSC2
214507_s_at	EXOSC2
216117_at	EXOSC2
38764_at	DICER1
38765_at	DICER1
206061_s_at	DICER1
212888_at	DICER1
213229_at	DICER1
216260_at	DICER1
216280_s_at	DICER1
216281_at	DICER1
224583_at	COTL1
57171_at	COTL1
96545_s_at	Pcid2
96546_r_at	Pcid2
1435586_at	Pcid2
1435587_at	Pcid2
1455952_at	Adprhl1
1426711_at	Tmco3
1443248_at	Tmco3
88049_at	SIRT5
229112_at	SIRT5
219185_at	SIRT5
221010_s_at	SIRT5
222080_s_at	SIRT5
222081_at	SIRT5
43640_at	SIRT5
47150_r_at	SIRT5
50108_at	SIRT5
1569938_at	SIRT5
62982_at	SIRT5
62983_g_at	SIRT5
220047_at	SIRT4
222248_s_at	SIRT4
45696_at	SIRT4
1446374_at	Arhgef10
1452302_at	Arhgef10
1452303_at	Arhgef10
221562_s_at	SIRT3
49325_at	SIRT3
218878_s_at	SIRT1
46399_at	SIRT1
61678_at	SIRT1
64265_s_at	SIRT1
85487_at	COMMD3
218048_at	COMMD3
45764_at	COMMD3
1427690_a_at	Tpte
74979_at	NCS1
222570_at	NCS1
230138_at	NCS1
230146_s_at	NCS1
238753_at	NCS1
218266_s_at	NCS1
45829_at	NCS1
57625_at	NCS1
50399_at	NCS1
55613_s_at	NCS1
61900_at	NCS1
1425447_at	Dkk4
1442085_at	Whsc1l1
1447931_at	Whsc1l1
1455668_at	Whsc1l1
1457793_a_at	Whsc1l1
1457794_at	Whsc1l1
1459907_a_at	Whsc1l1
1424360_at	BC019943
1424361_at	BC019943
1435309_at	BC019943
1438741_at	BC019943
1457906_at	BC019943
219778_at	ZFPM2
49982_at	ZFPM2
50859_at	ZFPM2
220802_at	KCNH4
72062_at	KCNH4
1439752_at	Mboat4
223726_at	KCNH3
53681_at	KCNH3
83220_at	MLYCD
218869_at	MLYCD
52630_s_at	MLYCD
62534_at	MLYCD
84539_at	CRB1
244403_at	CRB1
220522_at	CRB1
42786_at	CRB1
50638_at	CRB1
1424599_at	Fgl1
225851_at	FNTB
1773_at	FNTB
37488_at	FNTB
204764_at	FNTB
51164_at	FNTB
1568865_at	FNTB
67894_at	NOMO1
89354_r_at	NOMO1
1425976_x_at	Zfp353
38501_s_at	ITGB3BP
40676_at	ITGB3BP
205176_s_at	ITGB3BP
1431192_at	Sorbs2
1437197_at	Sorbs2
1441624_at	Sorbs2
1446744_at	Sorbs2
41163_at	TMED3
208837_at	TMED3
85958_at	TDRD7
40852_at	TDRD7
213361_at	TDRD7
1424060_at	Neil3
1440633_at	Neil3
235957_at	GRIP1
39886_at	GRIP1
39887_at	GRIP1
214018_at	GRIP1
44895_at	GRIP1
46485_r_at	GRIP1
65209_at	GRIP1
1426442_at	Gpm6a
1456741_s_at	Gpm6a
41271_at	SLC7A8
202752_x_at	SLC7A8
216092_s_at	SLC7A8
216603_at	SLC7A8
216604_s_at	SLC7A8
217248_s_at	SLC7A8
57010_f_at	SLC7A8
37732_at	RYBP
201844_s_at	RYBP
201845_s_at	RYBP
201846_s_at	RYBP
1442032_at	BC030500
214568_at	TPSD1
228164_at	AP4E1
241174_at	AP4E1
34115_at	AP4E1
220228_at	AP4E1
220229_s_at	AP4E1
45134_at	AP4E1
1439114_at	Ddx60
1451777_at	Ddx60
77927_i_at	GPR161
77929_r_at	GPR161
230369_at	GPR161
232350_x_at	GPR161
235961_at	GPR161
40299_at	GPR161
40300_g_at	GPR161
40301_at	GPR161
206971_at	GPR161
206972_s_at	GPR161
214104_at	GPR161
48259_at	GPR161
55977_at	GPR161
1425647_at	Trim60
1425648_at	Trim60
82568_at	RHOQ
87788_s_at	RHOQ
1818_at	RHOQ
40555_at	RHOQ
212117_at	RHOQ
212119_at	RHOQ
212120_at	RHOQ
212122_at	RHOQ
214449_s_at	RHOQ
82984_at	RHOQ
1559582_at	RHOQ
66008_at	RHOQ
31971_at	C3orf27
208440_at	C3orf27
1452192_at	Naf1
75426_at	TARDBP
200020_at	TARDBP
32241_at	TARDBP
221264_s_at	TARDBP
42364_at	TARDBP
59690_at	TARDBP
1558208_at	TARDBP
1418749_at	Psd3
1430880_at	Psd3
1452365_at	Csgalnact1
1452366_at	Csgalnact1
94110_f_at	Zfp930
94111_r_at	Zfp930
1427518_at	Zfp930
1434097_at	Zfp930
206151_x_at	CELA3B
1424091_at	Zfp868
1439903_at	Yjefn3
1452641_at	Yjefn3
104110_at	Gatad2a
104111_at	Gatad2a
93145_at	Gatad2a
1423992_at	Gatad2a
1445239_at	Gatad2a
1451197_s_at	Gatad2a
1451198_at	Gatad2a
1455505_at	Gatad2a
160677_at	Gatad2a
161854_f_at	Gatad2a
1426211_at	Tmem161a
1426212_s_at	Tmem161a
1455705_at	Tmem161a
101941_at	Sugp2
101942_at	Sugp2
1435798_a_at	Sugp2
1435799_at	Sugp2
1436005_at	Sugp2
160940_at	Sugp2
161950_at	Sugp2
102015_at	Ddx49
1435681_s_at	Ddx49
1455563_at	Ddx49
1457947_at	Ddx49
1452041_at	Klhl26
37240_at	HARS2
209252_at	HARS2
100519_at	Mpv17l2
1434006_at	Mpv17l2
1428605_at	Ccdc124
1428606_at	Ccdc124
68989_at	ATP1B4
243737_at	ATP1B4
220556_at	ATP1B4
78132_at	ATP1B4
1451500_at	Ushbp1
1443978_at	Ankle1
76564_at	OTP
223835_x_at	OTP
231488_at	OTP
56026_at	OTP
1425696_at	Nxnl1
1426130_at	Nxnl1
96925_at	Glt25d1
1433495_at	Glt25d1
1433496_at	Glt25d1
1433390_at	Zfp961
1434296_at	Zfp961
1444438_at	Cib3
89353_r_at	SLC35A3
226894_at	SLC35A3
38208_at	SLC35A3
206770_s_at	SLC35A3
209865_at	SLC35A3
65627_at	SLC35A3
65628_at	SLC35A3
80994_i_at	SLC44A1
80996_r_at	SLC44A1
224595_at	SLC44A1
224596_at	SLC44A1
227620_at	SLC44A1
228485_s_at	SLC44A1
228486_at	SLC44A1
222364_at	SLC44A1
74928_s_at	SLC44A1
43488_at	SLC44A1
56314_at	SLC44A1
48991_at	SLC44A1
54208_at	SLC44A1
63616_at	SLC44A1
1426628_at	Tmem184c
1447610_at	Tmem184c
32753_at	SF3B3
200687_s_at	SF3B3
200688_at	SF3B3
39444_at	SF3B1
201070_x_at	SF3B1
201071_x_at	SF3B1
211185_s_at	SF3B1
214305_s_at	SF3B1
1441416_at	Inpp4b
1457359_at	Inpp4b
37573_at	ANGPTL2
213001_at	ANGPTL2
213004_at	ANGPTL2
219514_at	ANGPTL2
45392_at	ANGPTL2
45393_g_at	ANGPTL2
1451603_at	Rtbdn
1456597_at	Heatr3
223320_s_at	ABCB10
35458_r_at	ABCB10
59294_at	ABCB10
1424266_s_at	Ces1f
40294_at	ABCB9
207321_s_at	ABCB9
214209_s_at	ABCB9
1555323_at	ABCB9
1424831_at	Cpne2
1427962_at	Ccdc102a
1438316_a_at	Ccdc102a
1438715_at	Ccdc102a
97396_at	Ndrg4
1426615_s_at	Ndrg4
1436188_a_at	Ndrg4
160819_at	Ndrg4
161998_f_at	Ndrg4
1434251_at	Cnot1
1457546_at	Cnot1
1455295_at	Slc38a7
1655_s_at	FOLH1
1739_at	FOLH1
205860_x_at	FOLH1
215363_x_at	FOLH1
217483_at	FOLH1
217487_x_at	FOLH1
35389_s_at	ABCA6
35390_at	ABCA6
217504_at	ABCA6
241705_at	ABCA5
38574_at	ABCA5
213353_at	ABCA5
58353_at	ABCA5
218839_at	HEY1
44783_s_at	HEY1
73333_r_at	HEY1
43989_at	HEY1
60272_at	HEY1
1439870_at	A330008L17Rik
1457318_at	A330008L17Rik
41775_at	ICMT
201609_x_at	ICMT
201610_at	ICMT
201611_s_at	ICMT
36475_at	GCAT
205164_at	GCAT
39561_at	CBX6
202047_s_at	CBX6
202048_s_at	CBX6
1433925_at	Dync1li2
1433926_at	Dync1li2
1457619_at	Ces2b
38836_at	NPTXR
213040_s_at	NPTXR
217041_at	NPTXR
1427137_at	Ces2e
1451615_at	Ces4a
1426521_at	D230025D16Rik
1452096_s_at	D230025D16Rik
76691_at	CBX5
84069_at	CBX5
89500_at	CBX5
226085_at	CBX5
231862_at	CBX5
234990_at	CBX5
242069_at	CBX5
36236_at	CBX5
39715_at	CBX5
40731_at	CBX5
209715_at	CBX5
212126_at	CBX5
84583_at	CBX5
44900_at	CBX5
46565_at	CBX5
50280_at	CBX5
51739_r_at	CBX5
62270_at	CBX5
1434489_at	Elmo3
1435557_at	Fhod1
37694_at	PHF3
215718_s_at	PHF3
217951_s_at	PHF3
217952_x_at	PHF3
217953_at	PHF3
217954_s_at	PHF3
43073_at	PHF3
66808_at	PHF3
1439583_x_at	Rltpr
1440526_at	Rltpr
1456800_a_at	Rltpr
1426874_at	Edc4
1456819_at	Nrn1l
34796_at	TRAM1
201398_s_at	TRAM1
201399_s_at	TRAM1
210733_at	TRAM1
1455081_at	Txnl4b
96326_at	Tat
1451557_at	Tat
93854_at	Zfp612
1427104_at	Zfp612
1456824_at	Zfp612
161084_at	Zfp612
103497_at	Ftsjd1
1424232_a_at	Ftsjd1
1437684_at	Ftsjd1
1451273_x_at	Ftsjd1
96023_at	Vac14
1416231_at	Vac14
32516_at	CAPN7
32517_at	CAPN7
203356_at	CAPN7
203357_s_at	CAPN7
70850_at	CAPN7
60562_i_at	CAPN7
60563_r_at	CAPN7
1437337_x_at	Fuk
1437986_x_at	Fuk
1454634_at	Fuk
92708_at	Ddx19b
1424590_at	Ddx19b
1425203_at	Ddx19b
1425205_at	Ddx19b
94918_at	Aars
1423685_at	Aars
1451083_s_at	Aars
1423882_at	Rfwd3
36170_at	ETHE1
204034_at	ETHE1
1456602_at	Tmem231
242414_at	QPRT
37978_at	QPRT
204044_at	QPRT
1427513_at	BC024137
86245_at	BRD4
226052_at	BRD4
226054_at	BRD4
239000_at	BRD4
240360_at	BRD4
39093_s_at	BRD4
39094_at	BRD4
202102_s_at	BRD4
202103_at	BRD4
71429_at	BRD4
43796_at	BRD4
65470_at	BRD4
1434143_at	Atmin
1434381_at	Atmin
1457629_at	Atmin
103503_at	Plcg2
1426926_at	Plcg2
39139_at	SEC11A
201290_at	SEC11A
216274_s_at	SEC11A
48790_s_at	SEC11A
76288_at	ISCU
39165_at	ISCU
209075_s_at	ISCU
1425123_at	Klhl36
1426446_at	6430548M08Rik
1434505_a_at	6430548M08Rik
1435928_at	6430548M08Rik
1452082_at	6430548M08Rik
39311_at	FOLR1
534_s_at	FOLR1
821_s_at	FOLR1
204437_s_at	FOLR1
211074_at	FOLR1
39169_at	SEC61G
203484_at	SEC61G
236434_at	PES1
41869_at	PES1
202212_at	PES1
78120_at	PES1
57058_at	PES1
1439152_at	Mthfsd
99859_at	Klhdc4
1424887_at	Klhdc4
162465_i_at	Klhdc4
74358_at	TGDS
237346_at	TGDS
41667_s_at	TGDS
41668_r_at	TGDS
208249_s_at	TGDS
1455157_a_at	Fam38a
38985_at	LEPROTL1
202594_at	LEPROTL1
202595_s_at	LEPROTL1
1427166_a_at	Spg7
1441585_at	Spg7
1451098_at	Chmp1a
1433975_at	Cdk10
1425118_at	Spire2
1423787_at	Nup133
1423788_at	Nup133
1436816_at	Nup133
1441235_at	Nup133
1451111_at	Nup133
1457542_at	Nup133
1437709_x_at	Ttc13
1438631_x_at	Ttc13
1451351_at	Ttc13
1425807_at	BC021891
1441213_at	BC021891
1459336_at	Gucy1a2
234008_s_at	CES3
220335_x_at	CES3
44232_at	CES3
1443934_at	9230110C19Rik
1445173_at	AK129341
36894_at	CBX7
212914_at	CBX7
222921_s_at	HEY2
219743_at	HEY2
79699_at	HEY2
46813_at	HEY2
31410_at	TNFRSF13B
207641_at	TNFRSF13B
1425473_at	Med17
1451719_at	Med17
1456555_at	Ccdc67
37166_at	HAAO
205657_at	HAAO
48794_s_at	HAAO
1452644_at	Mbd3l2
1459988_at	Mbd3l2
80665_r_at	MACF1
85786_at	MACF1
232168_x_at	MACF1
241896_at	MACF1
38704_at	MACF1
207358_x_at	MACF1
208633_s_at	MACF1
208634_s_at	MACF1
214894_x_at	MACF1
215222_x_at	MACF1
69219_at	MACF1
69783_at	MACF1
55840_at	MACF1
1553407_at	MACF1
229619_at	FOLR2
33871_s_at	FOLR2
204829_s_at	FOLR2
41098_at	DAAM2
212793_at	DAAM2
1451997_at	Zfp426
1459690_at	Zfp426
37943_at	ZFYVE26
213073_at	ZFYVE26
96815_at	Ppan
1423703_at	Ppan
160802_at	Ppan
237995_at	RIMBP2
238817_at	RIMBP2
241771_at	RIMBP2
36750_at	RIMBP2
214811_at	RIMBP2
76874_at	RIMBP2
53414_at	RIMBP2
63895_at	RIMBP2
1433918_at	Atg4d
1439130_at	Atg4d
1425991_a_at	Kank2
1460559_at	Kank2
95442_at	Tmem205
1430421_a_at	Tmem205
93004_r_at	BC018242
1424757_at	BC018242
1440890_a_at	Zfp809
1443688_at	Zfp599
235972_at	TMEM131
36971_at	TMEM131
