'ID_REF','IDENTIFIER','GDS2545.soft.gz_table_0.GSM152804','GDS2545.soft.gz_table_0.GSM152805','GDS2545.soft.gz_table_0.GSM152806','GDS2545.soft.gz_table_0.GSM152807','GDS2545.soft.gz_table_0.GSM152808','GDS2545.soft.gz_table_0.GSM152809','GDS2545.soft.gz_table_0.GSM152810','GDS2545.soft.gz_table_0.GSM152811','GDS2545.soft.gz_table_0.GSM152812','GDS2545.soft.gz_table_0.GSM152813','GDS2545.soft.gz_table_0.GSM152814','GDS2545.soft.gz_table_0.GSM152815','GDS2545.soft.gz_table_0.GSM152816','GDS2545.soft.gz_table_0.GSM152817','GDS2545.soft.gz_table_0.GSM152818','GDS2545.soft.gz_table_0.GSM152819','GDS2545.soft.gz_table_0.GSM152820','GDS2545.soft.gz_table_0.GSM152821'
'31761_at','W27916',2.9,7.4,15.6,16.5,14.0,9.2,17.8,5.9,3.5,12.9,4.6,8.1,9.4,32.2,8.5,4.0,9.9,7.1
'31762_at','W28605',7.8,9.1,18.1,6.6,11.3,7.6,20.4,15.2,5.2,15.8,6.4,8.2,11.9,11.4,7.0,7.5,11.6,9.9
'31763_at','OR7A5',17.0,3.5,2.0,10.1,16.1,48.8,118.4,23.3,16.1,14.3,31.3,8.1,16.8,45.2,7.6,18.0,40.2,41.9
'31764_at','GPR98',3.4,6.1,34.8,2.8,6.0,18.4,84.8,3.9,10.3,2.3,2.6,4.0,2.1,4.9,1.9,3.3,27.2,12.3
'31765_at','DOCK10',8.1,3.9,54.2,3.7,1.9,21.0,9.5,33.3,11.7,13.5,4.4,5.0,3.4,19.7,2.5,4.5,16.6,34.8
'31766_s_at','DOCK10',15.5,14.7,22.3,79.9,17.9,13.9,49.3,112.5,21.1,16.6,52.3,44.0,17.5,23.2,68.3,16.6,15.5,114.3
'31767_at','XYLB',12.3,11.8,10.3,5.0,14.7,6.2,36.9,6.1,29.8,12.2,11.6,11.3,6.7,11.0,6.2,4.8,6.0,3.6
'31768_at','HIST1H2AH',23.1,4.9,8.2,49.8,5.6,43.7,20.1,17.1,17.3,31.6,25.7,4.9,3.3,46.7,10.2,4.9,6.7,11.3
'31769_at','WNT8B',9.9,10.8,14.7,8.3,30.2,16.4,98.9,16.8,6.2,17.1,13.4,14.6,15.1,22.4,24.2,12.6,17.4,15.3
'31770_at','W27119',1.4,5.6,28.5,6.9,11.1,8.9,12.4,9.9,20.1,2.7,10.4,36.2,5.9,1.9,2.3,9.6,8.4,8.9
'31771_at','DKFZp686O1327',23.1,5.9,17.6,40.8,10.0,6.0,113.1,67.1,9.8,29.6,9.3,35.1,15.9,54.8,39.2,31.9,32.8,46.0
'31772_at','LOC728361',14.7,24.4,12.7,18.8,26.9,17.0,52.5,29.3,20.2,22.2,19.5,19.2,23.9,40.8,27.5,17.7,41.2,33.3
'31773_at','CYB561',68.7,42.4,122.5,146.1,58.4,151.8,43.7,27.7,107.4,79.7,122.3,164.2,45.3,22.3,8.1,39.0,41.1,174.2
'31774_at','AF068863',2.5,5.8,24.3,5.0,3.8,2.9,11.7,22.3,7.9,2.2,1.5,1.1,3.0,26.8,18.1,7.0,2.2,29.7
'31775_at','SFTPD',181.1,83.6,175.4,247.1,228.3,245.4,463.4,268.8,203.2,179.1,183.1,205.8,171.8,180.3,157.9,167.9,163.3,171.4
'31776_at','GNAI2',42.2,45.8,5.8,70.4,100.9,49.7,304.8,128.6,48.6,65.4,39.3,77.6,50.2,103.1,40.4,19.2,170.9,121.9
'31777_at','MUSK',50.9,47.4,120.6,20.6,65.6,25.2,329.8,99.2,34.2,50.1,39.7,84.5,9.6,116.3,41.3,70.1,60.3,29.4
'31778_at','GJA8',22.3,25.9,132.1,26.8,74.9,38.6,97.5,165.6,45.5,57.0,91.8,32.4,26.7,68.3,38.7,28.3,30.4,148.5
'31779_s_at','PRDM1',9.4,45.6,21.4,12.5,20.0,7.9,45.8,25.1,6.9,24.2,12.8,14.9,16.6,18.6,9.7,15.5,23.2,8.8
'31780_f_at','KIR3DL3',62.7,53.2,164.6,86.3,179.2,47.1,185.7,98.3,85.6,66.8,47.7,58.2,86.5,139.6,83.3,49.6,94.7,72.3
'31781_at','CDRT1',3.5,4.6,5.4,6.6,4.8,3.8,21.2,9.1,4.4,4.1,5.6,3.4,4.8,5.4,5.4,6.9,11.6,6.7
'31782_at','PTGDR',20.8,36.4,12.1,6.3,52.2,47.4,136.7,19.2,16.7,10.6,32.8,48.0,30.2,51.5,34.3,18.8,36.1,66.0
'31783_at','RENBP',44.8,10.9,7.8,12.6,18.9,38.8,33.5,16.5,8.9,64.7,13.5,9.5,10.2,9.1,24.4,17.2,23.0,73.0
'31784_at','NTN3',11.2,17.0,31.3,14.0,26.2,16.7,59.0,31.3,25.1,12.9,16.0,13.3,18.5,30.6,17.6,15.9,29.3,21.3
'31785_f_at','U92816',74.5,27.9,16.5,34.4,20.1,50.2,496.5,113.0,93.2,85.8,114.9,107.2,16.6,44.8,11.6,16.5,53.8,45.3
'31786_at','KHDRBS3',29.3,81.9,129.2,49.3,71.3,54.0,73.8,66.3,14.3,29.3,46.0,63.9,113.8,79.1,109.8,108.1,49.9,61.2
'31787_at','CAMLG',16.4,47.9,10.4,7.0,28.7,23.7,7.7,8.1,27.5,30.4,45.2,33.1,18.6,8.2,25.5,26.8,10.0,22.3
'31788_at','ZBED4',37.2,14.9,35.6,72.4,65.4,71.8,119.5,25.1,41.9,62.7,79.2,53.2,96.5,33.2,15.1,77.5,65.2,12.8
'31789_at','CYP17A1',24.1,32.7,18.8,13.9,112.2,21.3,47.5,27.3,19.2,13.6,17.1,37.9,10.8,181.7,27.2,21.2,25.7,20.6
'31790_at','STARD13',49.1,131.7,114.2,73.1,80.8,133.7,426.8,186.0,63.6,69.7,112.1,64.6,87.5,67.6,113.2,170.8,73.1,74.5
'31791_at','TP63',861.4,40.3,149.9,277.7,71.7,249.0,312.3,157.6,333.0,389.3,695.9,323.8,702.0,158.7,42.5,522.7,732.3,421.2
'31792_at','ANXA3',290.4,25.4,71.2,339.2,12.1,320.1,17.0,22.6,384.1,374.7,333.7,344.7,140.5,39.1,58.5,183.6,158.8,400.3
'31793_at','DEFA1B',106.7,30.0,112.4,47.6,41.8,30.4,207.1,30.3,59.1,12.3,23.6,23.0,22.6,20.1,59.2,32.5,11.5,26.3
'31794_at','NT5C2',95.2,99.5,197.6,95.0,144.2,126.6,138.3,85.6,102.5,115.3,101.3,156.0,153.6,177.4,130.8,108.3,148.7,157.8
'31795_at','ADRBK2',29.3,10.7,13.1,11.7,23.5,94.8,395.7,8.3,71.6,95.5,55.1,120.6,82.7,139.3,16.3,156.8,160.9,116.5
'31796_at','KIF1C',7.3,6.0,47.0,8.0,11.9,6.8,25.0,22.7,5.1,43.0,13.2,22.7,9.9,43.5,9.6,11.2,46.4,12.7
'31797_at','TBPL1',71.6,53.3,50.3,61.3,55.8,67.3,137.5,46.5,44.2,50.3,77.5,163.5,69.3,29.0,42.5,77.5,66.0,45.1
'31798_at','TFF1',389.3,8.1,30.4,80.9,10.9,55.1,32.6,19.8,154.6,377.1,95.2,98.0,65.5,67.4,7.6,16.5,872.0,320.0
'31799_at','AF070618',47.8,23.6,56.2,49.4,26.7,21.7,157.1,88.0,25.6,56.3,41.4,85.5,10.9,42.9,52.7,91.5,47.8,66.5
'317_at','LGMN',1724.8,666.4,521.4,1760.6,1014.0,1856.4,659.2,833.1,1468.5,1315.3,1520.4,1083.9,353.7,974.4,512.9,515.3,532.3,888.4
'31800_at','AL050136',118.3,126.3,124.3,175.7,160.1,119.1,272.4,201.2,258.1,172.5,210.4,209.6,138.7,160.2,135.9,184.6,221.7,195.1
'31801_at','TMF1',284.8,183.4,355.4,223.4,176.0,204.5,111.6,136.8,257.7,259.5,278.5,367.9,330.7,177.4,160.8,201.6,282.8,305.1
'31802_at','KIAA0226',226.8,447.6,360.0,226.5,510.8,338.4,82.2,230.9,311.1,260.1,324.3,184.8,304.1,305.1,405.5,262.1,223.1,295.8
'31803_at','ICOSLG',20.5,28.7,32.2,23.7,40.8,40.2,129.3,35.3,26.6,23.1,23.3,30.2,26.4,34.9,30.0,21.8,29.9,42.2
'31804_f_at','SULT1A1',314.9,471.9,337.1,151.5,375.5,174.8,329.6,350.7,219.5,308.8,158.8,120.1,411.9,340.5,244.5,256.9,314.9,227.4
'31805_at','FGFR3',26.2,4.3,29.9,21.3,37.9,65.9,25.6,153.2,81.8,121.5,64.2,91.1,79.5,56.3,4.1,49.2,275.0,114.5
'31806_at','FMO1',4.9,9.2,8.7,45.0,12.5,9.6,30.4,28.4,26.0,6.5,40.1,13.2,37.6,14.9,10.9,68.9,21.7,14.5
'31807_at','DDX49',464.1,365.9,197.9,393.2,428.1,449.0,244.5,372.7,345.2,271.4,285.6,366.0,295.3,348.5,370.2,312.4,357.2,286.8
'31808_at','ING3',51.0,35.9,72.2,28.2,40.9,26.2,38.8,26.4,40.3,38.9,35.2,41.6,60.2,17.3,51.5,26.4,49.6,48.4
'31809_at','CNTN1',6.3,26.3,9.3,11.0,19.3,22.3,11.1,5.0,1.5,13.1,11.5,1.4,18.9,1.3,16.3,3.6,3.1,45.8
'31810_g_at','CNTN1',72.2,144.4,209.2,84.7,129.2,51.3,390.4,264.2,115.8,198.0,144.4,89.9,75.3,156.1,170.8,160.3,184.0,195.1
'31811_r_at','PPID',17.5,2.4,3.1,22.2,1.4,0.7,4.0,30.0,0.7,5.6,2.1,26.1,13.0,4.3,7.4,0.8,23.0,1.4
'31812_at','GMPR',400.0,146.3,289.0,653.3,303.3,620.3,379.9,243.3,843.2,714.4,589.6,1314.7,325.2,457.1,248.1,731.6,252.1,436.2
'31813_at','CAMK2A',5.2,6.6,16.7,5.2,19.9,14.2,33.0,45.2,15.7,8.1,6.3,8.8,13.2,73.5,12.2,9.3,24.3,8.6
'31814_i_at','LRP3',29.1,29.4,18.1,12.4,46.6,15.6,23.1,23.1,13.8,21.6,34.4,29.1,17.1,101.4,30.6,29.3,40.5,19.3
'31815_r_at','LRP3',343.7,466.8,284.9,317.0,415.2,318.1,561.4,253.2,280.5,398.5,296.3,380.5,345.9,518.6,458.4,390.5,371.1,510.8
'31816_at','GAA',576.8,348.9,441.5,470.7,342.9,637.8,148.7,349.3,601.0,504.1,408.6,638.5,531.5,390.5,418.7,395.7,576.0,565.0
'31817_at','GABRB3',9.8,11.2,33.8,20.8,10.6,38.8,46.1,27.7,5.7,61.7,26.6,53.3,9.1,55.3,17.4,8.8,7.4,64.0
'31818_at','AI024916',285.3,106.2,17.6,347.1,23.4,308.3,188.4,135.0,248.4,988.4,872.9,1070.1,109.5,94.0,52.8,295.1,227.7,1701.7
'31819_at','SLC22A24',97.8,100.2,175.2,137.2,159.0,179.5,305.5,237.3,89.2,170.6,119.7,117.2,113.0,137.8,153.5,119.8,205.8,177.4
'31820_at','HCLS1',235.1,259.3,136.8,130.1,224.6,119.3,181.7,285.7,192.1,281.7,132.7,160.3,225.4,182.1,201.9,196.4,205.3,138.5
'31821_at','PPRC1',47.0,106.6,88.8,79.6,101.9,53.9,126.7,48.4,108.1,61.1,87.9,15.4,105.2,110.2,136.0,51.0,94.8,51.0
'31822_at','CUX1',243.5,152.6,84.9,268.0,75.2,268.2,203.1,176.7,315.1,178.2,247.3,245.1,249.6,201.0,154.5,275.9,187.4,234.9
'31823_at','CUX1',85.3,159.1,169.8,72.3,133.6,99.1,149.6,67.4,93.2,71.1,108.8,137.4,137.5,197.7,160.3,199.2,32.6,89.7
'31824_at','ME1',32.8,64.9,7.6,37.5,65.2,43.9,14.4,13.3,14.1,47.8,54.9,35.7,3.3,56.5,72.9,36.1,7.4,47.1
'31825_at','SERPIND1',16.6,35.8,13.8,18.8,24.3,20.3,69.0,24.1,23.4,14.5,12.0,16.5,36.4,30.1,24.5,29.9,29.4,13.5
'31826_at','FKBP15',342.8,332.7,500.1,389.8,456.3,385.1,674.1,477.0,363.9,350.0,279.8,389.2,374.1,381.8,364.0,255.1,339.7,354.9
'31827_s_at','TGOLN2',63.9,76.7,35.2,136.7,28.1,137.3,48.0,99.9,141.4,157.8,56.9,191.2,39.4,65.3,28.6,80.6,71.5,95.3
'31828_r_at','TGOLN2',48.5,111.8,77.0,155.0,59.9,141.7,76.6,36.2,187.4,44.5,87.1,170.6,145.9,171.7,36.0,202.1,70.5,225.4
'31829_r_at','TGOLN2',221.6,192.9,228.8,231.0,336.5,365.4,1134.9,563.4,264.2,312.5,355.9,383.9,270.7,367.2,278.1,459.2,384.3,239.7
'31830_s_at','SMTN',2531.9,7943.3,4887.3,2045.1,1840.2,1828.2,2331.2,2577.7,1979.3,1454.0,1508.2,1189.6,1924.3,1551.2,3981.4,3242.3,2374.3,2083.2
'31831_at','SMTN',1385.3,4998.8,2605.5,1026.8,1074.6,965.3,753.7,1576.4,1280.3,885.5,955.4,760.9,1348.8,682.1,2579.8,2637.5,1449.0,1809.3
'31832_at','TMEM194A',47.9,68.7,14.8,55.1,16.9,50.6,97.6,61.0,69.5,26.0,91.8,82.8,48.5,53.9,37.8,65.1,44.6,35.6
'31833_at','PIP5K1A',256.2,226.9,166.3,160.0,290.4,130.9,290.7,266.8,140.8,192.2,79.2,151.2,241.0,205.0,194.0,157.9,413.9,270.3
'31834_r_at','ACSL6',5.8,11.6,54.6,32.3,8.1,60.0,48.9,53.9,3.6,22.7,20.0,13.9,14.6,11.8,9.5,63.9,106.5,96.1
'31835_at','HRG',23.8,27.8,90.2,24.2,28.6,34.4,65.3,24.8,60.7,54.9,68.7,89.5,71.5,103.9,55.6,108.7,155.1,94.4
'31836_at','MTIF2',54.2,73.6,74.4,74.4,51.7,47.5,105.8,34.0,62.9,95.5,59.2,63.2,56.2,63.0,57.5,67.8,32.6,75.1
'31837_at','LMF2',460.1,362.9,337.5,457.1,942.3,608.5,807.0,697.3,439.5,399.6,412.7,282.2,396.8,734.4,558.7,438.4,686.1,653.2
'31838_at','C12orf24',23.0,16.8,43.4,18.5,67.2,13.7,54.1,32.7,20.1,13.6,3.0,25.4,22.4,33.8,20.8,12.7,16.5,19.1
'31839_at','SF4',207.5,138.7,171.2,151.0,140.1,148.4,150.3,124.5,170.0,104.6,179.1,168.0,185.3,133.8,130.8,112.4,136.6,146.9
'31840_at','IDE',69.1,110.6,8.8,50.9,12.6,95.7,30.4,38.1,46.9,103.6,80.8,48.5,47.0,74.4,25.2,52.7,68.3,96.2
'31841_at','CTNNA2',6.5,48.8,34.9,10.5,87.8,66.3,108.4,20.2,4.8,32.8,18.7,20.8,26.7,160.0,273.1,51.6,10.1,30.0
'31842_at','BCS1L',255.0,150.5,102.1,160.4,106.5,240.5,280.6,331.1,239.0,245.2,142.3,307.7,159.7,184.0,150.3,181.2,211.8,226.4
'31843_at','ESRRG',92.1,6.2,67.3,82.0,109.3,118.9,18.2,34.2,112.5,48.4,105.0,132.4,103.2,146.1,65.4,38.6,12.5,55.1
'31844_at','HGD',151.3,4.5,13.4,464.4,4.4,591.0,9.5,83.0,498.9,242.8,414.2,562.2,26.9,13.4,2.7,82.9,103.3,250.8
'31845_at','ELF4',80.4,72.8,94.7,54.1,100.1,65.8,15.5,102.0,85.4,70.7,48.0,44.0,83.3,46.8,39.0,54.0,115.9,28.2
'31846_at','RHOD',997.4,748.3,680.8,735.4,923.7,736.4,1059.2,1055.8,912.9,580.6,695.2,542.6,695.8,612.5,1016.6,702.7,1150.7,853.4
'31847_at','USPL1',39.4,96.0,96.1,43.4,57.9,79.3,54.8,11.6,23.4,54.4,106.6,34.1,115.9,24.9,52.7,15.9,32.9,48.1
'31848_at','CADPS',4.7,22.0,29.2,15.2,47.1,8.7,22.5,14.3,3.5,19.8,5.6,18.8,13.7,6.6,50.4,12.7,49.4,6.3
'31849_at','KIAA0564',120.7,138.1,91.7,136.9,48.3,128.4,154.2,178.5,102.2,147.1,122.2,115.6,112.5,176.3,161.6,210.1,155.4,106.5
'31850_at','GCLC',199.4,119.7,136.7,228.2,104.1,275.1,174.5,92.0,158.1,421.6,211.1,282.2,119.8,108.1,69.9,146.5,154.1,278.9
'31851_at','TRIM13',151.7,138.4,189.3,152.7,73.9,149.7,26.3,88.3,143.0,238.8,204.8,275.4,177.6,136.3,132.2,225.9,120.5,197.7
'31852_at','ANKMY2',103.2,142.3,119.4,110.7,138.0,78.3,11.4,69.8,76.0,102.6,94.6,72.0,160.2,127.1,122.2,83.5,144.7,125.2
'31853_at','EED',159.2,115.9,104.8,102.8,41.3,149.3,136.5,52.3,156.9,121.0,102.7,129.2,123.7,73.6,50.6,110.1,150.8,106.1
'31854_at','CASK',104.8,66.5,118.4,80.6,90.2,72.6,18.7,44.7,45.6,66.7,98.0,114.7,112.4,41.2,49.5,79.8,65.8,85.7
'31855_at','SRPX',122.7,296.7,260.9,164.0,582.0,135.2,274.2,926.1,221.6,253.8,100.6,253.1,512.7,335.0,531.2,109.9,314.8,163.7
'31856_at','LRRC32',255.6,408.9,386.1,176.7,484.8,265.4,713.4,1016.4,423.5,295.8,234.2,296.2,233.8,452.3,323.5,259.8,287.3,325.9
'31857_r_at','DHX34',68.6,29.6,5.1,12.6,20.4,52.5,117.9,40.7,10.0,49.6,25.2,28.9,31.6,58.5,16.8,55.3,13.3,13.9
'31858_at','NUTF2',130.0,157.7,206.5,146.0,184.7,134.7,202.7,103.0,178.5,120.1,156.2,280.2,165.0,339.5,362.6,180.7,169.2,139.2
'31859_at','MMP9',24.5,62.3,25.3,9.0,73.6,13.0,14.7,33.3,13.2,39.0,8.5,8.0,36.6,7.1,114.8,15.1,24.2,29.2
'31860_at','TMEM11',199.7,195.1,219.6,254.5,269.2,222.9,136.1,228.0,316.5,245.1,240.2,249.9,198.4,315.3,212.9,252.2,251.3,245.6
'31861_at','IGHMBP2',306.7,379.3,374.2,307.6,551.3,245.3,1209.1,790.9,377.1,346.4,351.2,430.3,282.0,570.5,318.3,468.4,572.8,514.7
'31862_at','WNT5A',57.3,34.5,15.0,8.3,41.4,17.9,86.9,21.4,17.3,60.8,51.1,26.2,24.7,25.0,32.6,42.1,65.0,14.0
'31863_at','RRP1B',141.2,185.2,183.5,143.3,125.9,108.8,139.3,136.9,180.9,180.2,204.6,129.6,197.7,112.6,201.5,125.8,188.7,136.1
'31864_at','MPHOSPH6',186.1,139.0,127.9,121.1,154.5,121.2,126.3,175.9,108.5,158.6,178.2,130.1,145.8,142.2,103.0,161.7,241.7,143.2
'31865_at','DBF4',28.3,46.8,47.3,44.9,9.7,15.6,15.4,14.9,28.8,49.5,6.9,63.4,35.4,8.9,35.4,2.4,28.8,62.3
'31866_at','PAF1',213.3,163.0,154.7,336.8,111.0,278.6,139.9,166.7,227.4,169.7,246.0,272.7,291.0,189.5,185.8,252.1,233.1,229.4
'31867_at','BBX',406.3,453.1,355.9,404.8,255.4,295.4,57.0,209.9,422.9,475.8,709.5,889.8,560.1,381.6,479.5,891.1,331.6,435.9
'31868_at','STK16',18.0,8.4,55.2,26.3,12.9,72.6,31.5,11.3,14.8,58.2,77.5,89.5,17.3,10.8,8.5,13.1,86.2,85.2
'31869_at','SWAP70',91.6,139.3,139.3,48.7,86.6,72.0,179.7,118.5,89.8,103.6,59.2,59.1,128.0,151.2,83.0,116.0,103.3,66.2
'31870_at','CD37',111.5,90.1,85.7,66.2,47.9,89.1,151.3,244.5,100.8,168.2,115.3,20.1,155.3,143.5,152.7,75.4,105.1,148.7
'31871_r_at','EHHADH',7.8,7.5,6.3,14.2,24.1,13.9,33.5,36.3,17.4,16.8,6.2,27.6,25.9,34.9,3.8,15.2,32.0,54.2
'31872_at','SS18',159.6,166.8,119.3,260.6,77.5,249.1,85.3,112.2,126.8,281.9,305.6,336.8,223.3,94.2,183.1,170.2,154.5,152.7
'31873_at','NAA10',401.0,324.5,393.2,472.0,455.2,416.9,269.1,343.4,484.1,312.4,355.2,419.6,452.1,379.6,415.4,401.0,301.1,287.8
'31874_at','GAS2L1',206.7,229.0,298.9,189.9,145.1,199.3,259.1,173.9,327.2,304.6,209.5,342.1,281.4,207.4,178.6,436.5,245.3,300.5
'31875_at','ASB1',56.1,77.3,57.4,25.6,69.1,40.8,71.0,42.9,22.3,56.4,60.1,31.0,60.1,51.1,81.1,57.4,51.4,54.8
'31876_r_at','SEC31A',8.9,20.9,19.9,31.4,40.8,14.0,8.9,3.3,28.7,17.1,16.8,16.4,39.3,2.9,2.6,28.8,25.7,14.3
'31877_at','CDC23',72.8,110.9,77.1,95.2,64.3,81.4,22.3,58.7,59.9,78.4,68.3,61.2,65.2,83.2,55.0,35.1,72.9,86.6
'31878_at','ABCF2',37.5,23.1,58.8,56.4,84.7,63.2,98.3,69.1,70.5,53.6,64.9,95.5,64.2,71.2,51.5,99.8,60.3,67.5
'31879_at','FUBP3',132.6,197.3,239.1,160.1,126.5,207.9,131.9,103.6,147.3,235.6,230.3,177.0,160.1,94.2,156.6,155.2,134.7,156.5
'31880_at','UBXN8',30.4,32.6,67.1,21.3,24.0,54.8,9.9,11.4,50.3,51.5,58.1,42.5,32.2,7.0,3.7,5.2,5.3,16.6
'31881_at','SGMS1',72.6,53.6,36.9,92.0,67.8,128.4,11.5,31.4,48.0,70.6,84.5,99.1,120.3,58.2,79.4,42.0,61.9,68.8
'31882_at','RRP9',716.5,521.4,490.8,634.3,733.9,751.8,1368.0,1038.6,675.6,533.8,519.4,627.5,512.3,639.5,546.8,655.6,716.8,679.7
'31883_at','MTRR',76.0,73.1,138.4,72.8,34.6,67.7,47.8,126.6,90.9,62.4,94.9,79.0,89.4,72.1,69.6,65.1,51.8,58.3
'31884_at','MLH3',97.2,54.8,173.4,128.0,88.6,109.8,32.2,74.3,83.3,138.7,141.1,149.9,199.4,107.8,65.5,102.5,8.8,112.2
'31885_at','PTPN3',143.6,11.5,128.0,178.8,107.4,165.3,44.1,35.5,294.0,196.9,170.6,248.6,107.4,327.1,135.7,114.2,149.6,178.8
'31886_at','NT5E',81.7,191.7,192.9,48.8,314.1,28.8,71.9,139.4,9.9,44.7,75.4,88.1,18.3,99.1,144.5,122.1,79.8,73.6
'31887_at','CKMT1A',160.2,8.0,49.3,78.0,25.1,60.4,153.0,69.6,199.0,174.6,68.6,134.2,133.4,50.7,43.6,143.9,157.3,36.7
'31888_s_at','PHLDA2',665.9,103.2,114.5,252.1,126.9,261.7,501.6,186.5,740.4,651.8,312.2,331.9,106.9,80.8,125.2,242.0,347.5,185.1
'31889_at','MLANA',63.4,96.0,92.7,66.1,119.6,89.1,359.3,189.6,51.5,72.1,62.2,57.0,112.4,91.7,70.4,82.8,140.8,98.8
'31890_s_at','ZNF143',24.2,44.1,47.0,5.5,4.2,36.9,2.7,29.2,47.1,36.1,32.2,24.8,19.5,24.6,13.0,59.0,31.1,29.0
'31891_at','CHI3L2',97.1,29.2,48.0,107.1,132.3,123.8,51.1,228.7,11.7,132.8,56.6,52.0,17.4,129.2,103.2,57.2,72.2,52.6
'31892_at','PTPRM',96.6,371.7,378.9,161.0,251.6,131.8,46.6,270.9,151.9,277.6,157.7,235.0,155.4,271.3,260.6,229.4,141.5,199.0
'31893_at','SNX15',819.2,1034.7,903.1,496.9,831.2,517.6,882.2,862.6,746.1,601.6,525.5,439.1,643.3,914.0,1054.3,695.6,920.2,626.3
'31894_at','CENPC1',36.0,39.8,11.9,67.6,22.4,40.3,92.3,42.3,45.7,80.4,67.8,98.9,52.0,72.8,53.9,98.8,68.3,83.2
'31895_at','BACH1',457.4,315.7,246.2,387.3,191.1,289.3,223.8,265.9,252.8,205.6,412.8,455.6,280.6,164.8,303.0,185.6,244.8,258.9
'31896_at','NBAS',238.2,273.9,334.1,267.5,206.1,301.6,70.7,247.0,223.7,229.9,246.1,224.5,255.2,142.7,236.8,280.8,222.2,220.4
'31897_at','FILIP1L',204.9,645.0,326.4,167.7,474.3,30.7,363.1,522.6,82.7,164.8,232.8,121.9,439.7,293.9,639.5,263.2,577.9,199.3
'31898_at','EDEM1',165.0,206.2,215.4,215.5,270.5,219.8,402.2,312.2,200.8,275.5,300.6,318.0,214.5,250.7,257.9,207.1,245.6,209.6
'31899_at','TTC35',72.2,60.4,77.6,80.0,43.6,69.7,41.8,108.4,41.0,88.0,105.2,95.8,57.6,74.7,105.5,72.1,47.3,25.6
'318_at','H1FX',590.2,32.9,213.6,436.7,216.8,452.2,9.1,219.0,478.0,298.1,408.6,436.7,228.3,182.6,148.8,310.4,324.6,243.7
'31900_at','KCNAB2',30.8,24.6,70.2,47.4,70.8,45.0,122.3,39.8,46.0,27.4,45.1,36.4,44.6,68.1,47.1,68.9,59.7,77.4
'31901_at','KCNAB2',149.1,120.9,46.4,97.5,155.2,138.0,275.7,204.6,34.5,130.2,71.2,80.9,191.2,186.9,223.3,169.6,246.9,137.3
'31902_at','DIO2',120.3,51.2,253.6,91.2,237.3,34.3,33.2,10.0,127.5,134.3,101.0,140.7,32.0,136.5,164.0,116.2,73.9,116.4
'31903_at','SS18L1',39.7,39.8,69.5,37.6,55.7,30.4,44.5,34.6,27.3,69.0,57.7,60.1,77.6,52.4,31.3,37.2,56.4,29.5
'31904_at','PDE2A',287.4,430.4,547.7,240.1,565.8,301.9,579.7,610.1,323.3,219.3,311.6,159.1,232.6,408.5,439.7,432.4,295.7,250.8
'31905_at','GALR2',21.1,27.5,20.2,34.8,42.0,129.6,87.1,43.4,26.1,31.9,32.7,62.9,23.2,35.1,40.2,35.1,38.3,36.8
'31906_at','HSBP1',396.4,187.2,286.2,530.2,268.0,572.4,249.5,448.1,510.5,512.7,598.6,529.3,419.1,321.6,280.5,265.9,393.9,363.5
'31907_at','RPL14',4310.6,4727.5,2981.9,3324.5,3748.3,3324.0,2103.1,3706.4,3654.9,4575.5,3831.4,3214.3,6020.2,3020.3,3948.5,3081.3,4189.4,3913.0
'31908_at','LFNG',51.8,62.4,18.8,23.8,71.8,52.3,37.7,115.5,41.4,30.8,52.1,73.8,48.7,25.2,33.7,64.5,91.3,17.3
'31909_at','KIAA0754',6.4,89.3,58.7,30.6,27.5,36.5,98.8,25.2,43.9,46.4,30.7,19.7,91.8,41.1,86.7,50.6,83.8,39.8
'31910_at','U92021',29.7,12.8,30.5,15.3,5.4,8.2,129.5,57.4,2.6,5.4,30.5,23.7,17.5,21.5,24.9,39.3,12.4,17.5
'31911_at','TMSB4Y',82.0,91.2,123.9,76.3,48.5,90.8,70.3,147.0,53.7,90.1,47.0,74.4,52.3,113.9,81.4,105.2,80.6,96.7
'31912_at','FOXH1',10.0,10.8,36.8,10.3,16.3,12.7,74.5,25.3,19.8,9.5,11.6,13.2,13.1,40.4,14.1,12.0,26.5,18.5
'31913_at','ELF5',6.5,16.4,9.9,8.2,24.2,10.2,16.4,17.7,10.2,6.4,7.8,8.8,15.4,13.0,11.7,13.8,11.9,13.2
'31914_at','CHD1L',4.0,15.4,75.3,6.8,7.0,6.4,15.8,13.9,6.1,5.6,28.5,9.5,5.5,35.3,3.9,6.4,11.0,9.0
'31915_at','DRP2',15.3,28.2,7.6,42.3,60.8,79.5,66.2,18.9,15.2,66.6,57.9,59.0,20.0,65.6,45.4,104.5,139.4,60.3
'31916_at','KLRA1',32.0,40.5,42.1,38.6,18.9,27.8,86.8,100.2,12.6,38.7,19.1,60.2,37.5,16.7,41.6,50.4,23.4,27.0
'31917_at','PCDHA13',41.0,48.1,48.8,91.1,88.1,85.7,118.5,110.8,31.9,53.6,51.9,90.2,92.8,85.1,60.1,86.6,92.5,111.5
'31918_at','PROX1',23.8,25.1,15.2,20.4,5.6,28.3,87.5,42.4,29.4,4.3,15.5,44.3,19.1,106.2,54.0,74.1,64.2,30.8
'31919_at','GPR171',10.4,10.8,12.5,30.8,19.2,41.5,57.4,23.6,4.6,2.4,31.1,15.2,8.5,25.2,13.4,58.1,23.1,45.1
